,category,headline,authors,link,short_description,date
42423,CRIME,Inventor Of Pepper Spray: 'It's Being Misused',Steven Hoffer,https://www.huffingtonpost.com/entry/pepper-spray_us_582b1edce4b060adb5703ea6,"""The culture of law enforcement needs to change.”",2016-11-15
42487,CRIME,Judge Orders Release Of 'Making A Murderer' Subject Brendan Dassey,Jenna Amatulli,https://www.huffingtonpost.com/entry/brendan-dassey-prison-release-making-a-murderer_us_582a1bd7e4b02d21bbca11d8,The judge had earlier tossed out Dassey's confession.,2016-11-14
42488,CRIME,Woman Who Drove Off Cliff With Twin Sister Arrested For Her Murder -- Again,Ron Dicker,https://www.huffingtonpost.com/entry/alexandria-duval-arrested_us_5829d1d9e4b0c4b63b0d76e0,Alexandria Duval was apprehended Friday in upstate New York.,2016-11-14
42514,CRIME,Social Workers Face Manslaughter Charges In Detroit Toddler's Death,Nina Golgowski,https://www.huffingtonpost.com/entry/social-workers-charged-detroit_us_582a0db5e4b0c4b63b0dcf38,Prosecutors accuse two women of failing to protect 3-year-old Aaron Minor after his mother was flagged to Child Protective Services.,2016-11-14
42556,CRIME,"Girl, 4, Accidentally Shoots Herself And Her Mother In The Head",Lee Moran,https://www.huffingtonpost.com/entry/girl-shoots-herself-mom-handgun_us_582990c5e4b02d21bbc967fa,"""Curious kids and loaded guns have deadly consequences,"" the Indianapolis Metropolitan Police Department later tweeted.",2016-11-14
42625,CRIME,Manhunt Ends For Suspect In ‘Execution’ Of California Deputy,Nina Golgowski,https://www.huffingtonpost.com/entry/deputy-killed-california-execution-style_us_5828cc27e4b02d21bbc947f9,“Dennis had a very special relationship with young people and a special place in our hearts at the sheriff’s office.”,2016-11-13
42632,CRIME,Video Shows Mom Kicking Child Out For Voting For Trump In Mock Election,Nina Golgowski,https://www.huffingtonpost.com/entry/mom-kicks-child-out-voting-trump_us_5828b120e4b060adb56eed7c,"""As a parent, I find the video appalling. As your Sheriff, I have ensured the child is safe.”",2016-11-13
42651,CRIME,Ohio Officer Ray Tensing Trial: Judge Declares Mistrial In Police Shooting Of Samuel DuBose,"Ginny McCabe, Reuters",https://www.huffingtonpost.com/entry/ray-tensing-dubose-mistrial_us_5827841de4b0c4b63b0cf667,Body-camera video showed the officer shoot DuBose after pulling him over for a missing license plate.,2016-11-12
42699,CRIME,Sikh Student Shot Dead At California Home,"Fadumo Ali , ContributorStudent Ambassador for Save the Children",https://www.huffingtonpost.com/entry/sikh-student-shot-dead-in-california_us_58276b9ae4b057e23e314461,"The murder of a Sikh boy, Gurnoor Singh Nahal, has been described “as a bit of a head-scratcher.” Police are investigating",2016-11-12
42872,CRIME,Seattle Shooting Near Trump Protest Leaves Multiple Wounded,,https://www.huffingtonpost.com/entry/seattle-shooting-trump-protest_us_5823e5cde4b0aac62489215b,The shooting was not believed to be tied to the protests over Trump's election.,2016-11-10
42947,CRIME,Pregnant Woman Robbed While Having Labor Contractions,David Moye,https://www.huffingtonpost.com/entry/pregnant-woman-robbed-labor-orlando_us_5823750ee4b0e80b02ce7e48,"""Who robs a pregnant woman?"" the victim wants to know.",2016-11-09
43041,CRIME,Jury Awards $3 Million In Damages Over Rolling Stone Rape Story,"Ian Simpson and Dan Whitcomb, Reuters",https://www.huffingtonpost.com/entry/jury-awards-3-million-in-damages-over-rolling-stone-rape-story_us_58214657e4b0d9ce6fbe5804,"The magazine reported that a female student as ""Jackie"" was raped at a university fraternity house in 2012.",2016-11-08
43058,CRIME,Officers Fired Upon In Fatal Los Angeles Area Shooting,Michael McLaughlin and Matt Ferner,https://www.huffingtonpost.com/entry/azusa-california-shooting_us_5822555be4b0d9ce6fbf9cde,"A nearby school was on lockdown and two polling places were ""impacted,"" authorities said.",2016-11-08
43181,CRIME,Homeowner Fires Arrow Into Fleeing Burglar's Buttocks,Lee Moran,https://www.huffingtonpost.com/entry/bow-arrow-buttocks-burglar_us_58203659e4b0d9ce6fbcfe62,The thief still managed to escape in a getaway car.,2016-11-07
43278,CRIME,Relative Of Missing Texas Girl Taken Into Custody After Remains Found,Nina Golgowski,https://www.huffingtonpost.com/entry/possible-remains-of-kayla-gomez-orozco_us_581f2dbde4b0e80b02ca9bf0,"“He is the only suspect we have at this time,"" authorities said of Kayla Gomez-Orozco's family member.",2016-11-06
43281,CRIME,Man Who Kept Woman Chained In Container Admits To Killing 7: Sheriff,,https://www.huffingtonpost.com/entry/suspect-admits-to-killing-7_us_581f3c3de4b0d9ce6fbca512,"Todd Kohlepp, a registered sex offender, reportedly admitted to the killings after the woman was found on his South Carolina property.",2016-11-06
43384,CRIME,In Which I Scold My Friends and Colleagues,"Ty Alper, Contributor",https://www.huffingtonpost.com/entry/in-which-i-scold-my-frien_b_12681036.html,,2016-11-05
43400,CRIME,Rutgers University Stabbings Leaves 3 Injured,"Laila Kearney, Reuters",https://www.huffingtonpost.com/entry/rutgers-stabbing_us_581d003be4b0aac62484859e,A suspect was also injured and taken into custody.,2016-11-04
43410,CRIME,Cop Fired For Allegedly Giving 'Fecal Sandwich' To A Homeless Man,Hilary Hanson,https://www.huffingtonpost.com/entry/police-fecal-sandwich-homeless_us_581cb9c0e4b0e80b02c97652,"His attorney says he joked about it, but never actually did it.",2016-11-04
43440,CRIME,Man Pulls Gun On 6 Kids For Damaging Donald Trump Sign: Police,David Moye,https://www.huffingtonpost.com/entry/michael-kubek-trump-sign_us_581cde7ae4b0aac624845080,The suspect admitted he had no real proof that they destroyed the sign.,2016-11-04
43477,CRIME,"Police Sergeant, Suspect Killed In New York Shootout","Gina Cherelus, Reuters",https://www.huffingtonpost.com/entry/nypd-officer-suspect-killed-in-shootout-after-robbery_us_581cfa36e4b0aac624847b6e,Another officer was injured amid gunfire in the Bronx.,2016-11-04
43525,CRIME,Amber Alert Issued After Texas Girl Vanishes From Prayer Service,Nina Golgowski,https://www.huffingtonpost.com/entry/amber-alert-missing-texas-girl_us_581b89bbe4b0d9ce6fba92f5,"A $13,000 reward is being offered for information leading to Kayla Gomez-Orozco's recovery.",2016-11-03
43526,CRIME,Penn State Fined Record $2.4 Million Over Sandusky Case,"Joseph Ax and Laila Kearney, Reuters",https://www.huffingtonpost.com/entry/penn-state-sandusky-fined_us_581bb8a0e4b0e80b02c8e3f0,Feds say the school violated the law for disclose that Sandusky was going to be criminally charged for sexually abusing children.,2016-11-03
43537,CRIME,Poll Worker Injured By Trump Sign Booby-Trapped With Razor Blades,David Moye,https://www.huffingtonpost.com/entry/trump-sign-booby-trapped-box-cutter_us_581a786de4b0c43e6c1df3e5,"“I think it’s deplorable,” one official said.",2016-11-03
43626,CRIME,Suspect Captured In 'Ambush-Style Attacks' On Iowa Police Officers,"Alana Horowitz Satlin, Sebastian Murdock, Andy Campbell, and Willa Frej",https://www.huffingtonpost.com/entry/iowa-police-officers-killed-shooting_us_5819ad71e4b00f11fc5cb38d,"Police have identified Justin Martin, 24, and Anthony Beminio, 38, as the victims.",2016-11-02
43640,CRIME,"Bill Cosby Accusers Can Describe 'Serial Nature,' Prosecutor Says","Joseph Ax, Reuters",https://www.huffingtonpost.com/entry/bill-cosby-accusers-blind_us_581a6cb7e4b0c43e6c1dec1c,The prosecution wants to bring in other women to testify about alleged sexual assaults.,2016-11-02
43704,CRIME,2 Michigan Families Claim They Found Nails In Halloween Snickers Bars,David Moye,https://www.huffingtonpost.com/entry/snickers-nails-halloween-candy_us_58190d02e4b07c97c1c5141b,A firefighter and the mother of a toddler reported tampered treats.,2016-11-01
43721,CRIME,"Six Dead, 10 Hurt In Baltimore Commuter, School Bus Crash",,https://www.huffingtonpost.com/entry/baltimore-bus-crash_us_58189085e4b064e1b4b4a389,"A Baltimore school bus with no students aboard smashed into an oncoming commuter bus on Tuesday, killing at least six people",2016-11-01
43744,CRIME,Cosby Lawyers Seek To Bar Alleged Victims From Sex Assault Trial,"Reuters, Joseph Ax",https://www.huffingtonpost.com/entry/cosby-lawyers-seek-to-bar-alleged-victims_us_5818c0dae4b0390e69d2af36,The request targets more than a dozen women who have accused the 79-year-old of sexual assault.,2016-11-01
43767,CRIME,Guy In Trump Hat and 'Deplorables' T-Shirt Arrested At Texas Polling Place,Ed Mazza,https://www.huffingtonpost.com/entry/texas-voter-arrested_us_58182babe4b064e1b4b4862d,"“He wanted to take a stand. Unfortunately, he was arrested and taken to jail.”",2016-11-01
43774,CRIME,Judge: Orlando Nightclub Shooter's Calls With Police Must Be Released,Matt Ferner,https://www.huffingtonpost.com/entry/orlando-shooter-911-calls_us_581778ece4b0990edc32869a,She did not rule on the other 911 calls made the night of the shooting.,2016-10-31
43780,CRIME,12-Year-Old Boy Accused Of DUI After Dangerous Police Chase,Nina Golgowski,https://www.huffingtonpost.com/entry/boy-dui-police-chase-austin_us_58177f09e4b064e1b4b3eab6,The child driver crashed head-on twice.,2016-10-31
43837,CRIME,Orlando Releases Pulse Nightclub Shooter's Calls With Police,Michael McLaughlin,https://www.huffingtonpost.com/entry/orlando-officials-release-pulse-nightclub-shooters-calls-with-police_us_5817aa6de4b064e1b4b44487,"""What am I to do here when my people are getting killed over there?"" the shooter asked a police negotiator.",2016-10-31
43850,CRIME,"Michael Vance, Oklahoma Man Charged With Double Murder, Shot Dead In Shootout After Weeklong Spree",,https://www.huffingtonpost.com/entry/michael-vance-killed_us_5816d7dee4b064e1b4b32e21,"He was killed by police after a caller reported a car matching one allegedly stolen by Vance was seen near Hammon, in western Oklahoma.",2016-10-31
43896,CRIME,New York's Metropolitan Opera Cancels Show After Powder Sprinkled Into Orchestra Pit,"Frank McGurty, Reuters",https://www.huffingtonpost.com/entry/new-york-met-opera-powder_us_581536fee4b0390e69d0bbbb,Police believe someone sprinkled cremated ashes during the second intermission.,2016-10-30
43917,CRIME,"Mass Shooting At New York Halloween Party Leaves 2 Dead, 5 Injured",Nina Golgowski,https://www.huffingtonpost.com/entry/deadly-shooting-halloween-party_us_5815f178e4b0990edc31bd43,The search for a gunman remains underway.,2016-10-30
44034,CRIME,Teen Clogs Up 911 Lines In ‘Dangerous’ Twitter Stunt,Lee Moran,https://www.huffingtonpost.com/entry/twitter-prank-911_us_5812f803e4b0390e69cf568c,"Meetkumar Hiteshbhai Desai, 18, faces three felony counts of computer tampering.",2016-10-28
44091,CRIME,Plane Catches Fire At Chicago's O'Hare Airport,Andy Campbell and Amber Ferguson,https://www.huffingtonpost.com/entry/plane-catches-fire-at-ohare-airport_us_5813afa1e4b0990edc31399c,At least eight people were injured after an American Airline flight blew a tire on the runway.,2016-10-28
44151,CRIME,"Dharun Ravi, Roommate In Rutgers Webcam Case, Pleads Guilty","Gina Cherelus, Reuters",https://www.huffingtonpost.com/entry/dharun-ravi-rutgers-guilty_us_581272c2e4b064e1b4b17301,Ravi's roommate Tyler Clementi committed suicide after Ravi broadcasted images of him kissing another man.,2016-10-27
44198,CRIME,University Of Wisconsin Student Accused Of Multiple Sexual Assaults,Michael McLaughlin,https://www.huffingtonpost.com/entry/university-of-wisconsin-student-accused-of-multiple-sexual-assaults_us_58112bf9e4b0390e69ce1acb,Dozens of women have come forward about business student Alec Cook since his arrest last week.,2016-10-27
44213,CRIME,"GOOD GRIEF: It's The Great Pumpkin Robbery, Charlie Brown!",Ed Mazza,https://www.huffingtonpost.com/entry/pumpkin-theft-new-jersey_us_58103cbde4b02b1d9e63c124,"Thieves made off with 192 pumpkins worth as much as $3,000.",2016-10-26
44332,CRIME,New Jersey Boys Survive 100-Foot Fall After Father Jumps With Them In His Arms,"Joseph Ax, Reuters",https://www.huffingtonpost.com/entry/new-jersey-boys-fall-father_us_580fe507e4b001e247df1ea6,"“It’s a miracle, honestly.""",2016-10-25
44408,CRIME,"Man Stabs Fellow Churchgoer During Service For No Apparent Reason, Police Say",Lee Moran,https://www.huffingtonpost.com/entry/church-stabbing-south-carolina_us_580dab80e4b000d0b15743d1,Billy Lewis is now charged with attempted murder.,2016-10-24
44458,CRIME,Suspected Drunken Driver Smashes Into Helicopter,Ed Mazza,https://www.huffingtonpost.com/entry/alleged-drunk-driver-helicopter_us_580d920ae4b0a03911ed7190,"“You’ve got to be pretty drunk.""",2016-10-24
44516,CRIME,"Woman Added Cleaning Solution To Co-Workers' Coffee Machine For Weeks, Police Say",Lee Moran,https://www.huffingtonpost.com/entry/mayda-rivera-juarez-cleaning-solution-coffee_us_580cae84e4b000d0b15727c9,Mayda E. Rivera-Juarez is now charged with felony assault.,2016-10-23
44583,CRIME,Montana Judge Targeted For Impeachment For 60-Day Incest Rape Sentence,"Rory Carroll, Reuters",https://www.huffingtonpost.com/entry/montana-judge-incest-impeachment_us_580acc72e4b0cdea3d87aadb,"District Judge John McKeon sentenced the man to 60 days of incarceration and probation, far less than the plea agreement recommendation of at least 25 years in prison",2016-10-22
44585,CRIME,Kansas Chemical Leak Causes Respiratory Issues For More Than 100,,https://www.huffingtonpost.com/entry/kansas-chemical-spill_us_580ac351e4b02444efa39ee3,Schools were evacuated and residents urged to stay indoors because of the spill at the facility.,2016-10-22
44587,CRIME,Georgia Children Shot Dead By Home Invader,,https://www.huffingtonpost.com/entry/georgia-children-home-invasion_us_580bc34ae4b0a03911ed4a01,No adults were at the home when the killings occurred.,2016-10-22
44666,CRIME,Police Hunt Child Kidnap Suspect With Third Eye Tattooed On His Forehead,Lee Moran,https://www.huffingtonpost.com/entry/police-sketch-third-eye-kidnapper_us_5809eb25e4b0cdea3d86b84e,He’s wanted over an alleged attempted kidnapping of a young girl.,2016-10-21
44778,CRIME,"Georgia Executes Gregory Lawler For Killing Police Officer, Despite Autism Defense","By David Beasley, Reuters",https://www.huffingtonpost.com/entry/georgia-gregory-lawler-autism_us_5807fb13e4b0b994d4c3d6f5,"Lawler's attorneys called for clemency, arguing he had recently been diagnosed with autism.",2016-10-20
44847,CRIME,"Man Killed By Michigan Police Wasn't Targeting Them, Cops Say",Ryan Grenoble,https://www.huffingtonpost.com/entry/benton-harbor-police-shooting-kill-man_us_58077e14e4b0180a36e7a583,"""We understand people will be hot. We understand people will have their own opinions. I think we can agree to disagree peacefully,"" one official said.",2016-10-19
44870,CRIME,Shooting Outside San Francisco School Leaves Multiple Students Injured,,https://www.huffingtonpost.com/entry/shooting-san-francisco-three-injured_us_5806c002e4b0b994d4c280b6,Four male suspects were seen fleeing the scene.,2016-10-19
44897,CRIME,"NYPD Officer Shoots Woman Who Tried To Attack Him With Baseball Bat, Police Say",,https://www.huffingtonpost.com/entry/nypd-police-shooting_us_580706a1e4b0b994d4c28fdd,Authorities are now investigating why the officer did not use a Taser instead.,2016-10-19
45086,CRIME,Sheriff: Dakota Access Construction Equipment Set Ablaze In Iowa,"Devika Krishna Kumar, Reuters",https://www.huffingtonpost.com/entry/sheriff-dakota-access-construction-equipment-set-ablaze-in-iowa_us_58053cd7e4b0180a36e5c673,Dakota Access suffered about $2 million in damages.,2016-10-17
45116,CRIME,3 Arrested In Connection With Shooting Death Of Trinity Gay (UPDATED),Nina Golgowski,https://www.huffingtonpost.com/entry/tyson-gay-daughter-killed_us_5803e2fbe4b0162c043ca6f7,The 15-year-old daughter of Olympic sprinter Tyson Gay was fatally shot outside a Kentucky restaurant Sunday.,2016-10-16
